0.10755 0.69129 0.99095 0.96463 0.354 0.38404 0.16514 0.99761 0.65156 0.23897 0.99671 0.96557 0.58857 0.34454 0.68326 0.78448 0.91103 0.98315 0.83287 0.38883 0.064599 0.58294 0.70064 0.21486 0.55976 0.37587 0.99726 0.99819 0.98485 0.93752 0.80805 0.81587 0.3358 0.51348 0.49775 0.981 0.45713 0.069924 0.80121 0.37886 0.41903 0.065979 0.70684 0.67261 0.57517 0.77461 0.93695 0.54184 0.23787 0.77114 0.69188 0.6758 0.65768 0.50826 0.96204 0.94022 0.54435 0.57115 0.37651 0.98499 0.69211 0.87287 0.89039 0.63775 0.88934 0.31031 0.99169 0.80802 0.45183 0.99522 0.26984 0.60452 0.90453 0.77568 0.68724 0.99991 0.53536 0.38806 0.78294 0.92669 0.93611 0.088277 0.58903 0.70952 0.29353 0.96365 0.65007 0.72654 0.85148 0.82696 0.88186 0.7557 0.4312 0.83501 0.64076 0.87534 0.98648 0.97848 0.2957 0.9894
-0.17045 0.52484 0.98866 0.91794 0.11474 -0.13561 -0.37683 0.97908 0.50514 -0.1127 0.98285 -0.24416 0.43563 0.0093783 0.49834 0.68364 0.85301 0.97482 0.32073 -0.06937 -0.25445 0.43613 0.54723 -0.1219 0.34456 0.12452 0.99547 0.99825 0.9732 0.86246 0.4128 0.66607 -0.094422 -0.56622 0.11621 0.95538 -0.11107 -0.3921 0.65874 0.060287 0.13472 -0.23915 0.32852 0.51748 0.36469 0.60529 0.89358 0.39526 -0.51827 0.63012 0.52182 0.561 -0.9152 0.24617 0.91863 0.70873 0.15856 0.36511 0.16169 0.96908 0.20591 0.69048 0.82254 0.50761 0.25134 -0.097006 0.68234 0.54144 0.22639 0.98637 -0.033144 -0.9423 0.66328 0.63409 0.55763 0.95602 0.3534 -0.12066 0.6673 0.85184 -0.92537 -0.39686 0.45475 -0.33514 0.065346 0.91037 0.14791 0.59619 0.68061 0.69223 0.75603 0.49395 0.18221 0.6723 -0.8866 0.76528 0.95014 0.94572 -0.71195 0.96574
-0.44304 0.32917 0.95437 0.84219 -0.1372 -0.56282 -0.7107 -0.99386 0.32712 -0.45624 0.59788 -0.97338 0.23036 -0.26659 0.1492 0.52889 0.70535 0.93889 -0.66431 -0.4702 -0.4705 0.1964 0.36302 -0.42634 0.023486 -0.1149 0.98698 0.99526 0.91792 0.7568 -0.46282 0.35793 -0.49279 -0.89749 -0.31117 0.86097 -0.58827 -0.69426 0.43025 -0.38844 -0.17956 -0.45485 -0.31877 0.33329 0.057733 0.33598 0.73754 0.099814 -0.79709 0.34283 0.22582 0.34851 -0.98664 -0.090522 0.84135 -0.68546 -0.33054 0.15437 -0.12925 0.92257 -0.50697 0.21533 0.6958 0.29479 -0.80843 -0.45883 -0.98566 -0.10602 -0.028388 0.91185 -0.26621 -0.98321 -0.26986 0.46536 0.42865 -0.99993 0.041371 -0.50288 0.47946 0.52141 -0.98948 -0.70876 0.2268 -0.86605 -0.20075 0.70796 -0.51442 0.40654 0.32896 0.45958 0.4445 -0.037993 -0.043102 0.34407 -0.97704 0.48116 -0.58665 0.84954 -0.92151 -0.65641
-0.65004 0.032548 0.39992 0.62011 -0.36532 -0.78467 -0.85483 -0.9998 0.080826 -0.63209 -0.97445 -0.99287 0.013306 -0.49999 -0.2547 0.3433 0.37249 0.70424 -0.90196 -0.70245 -0.60534 -0.070533 0.079345 -0.62757 -0.31862 -0.39113 0.91541 0.9745 0.56712 0.38184 -0.82679 -0.11361 -0.72531 -0.94752 -0.59635 -0.089329 -0.80098 -0.82181 0.07496 -0.59785 -0.451 -0.60072 -0.72609 0.091129 -0.25373 -0.083783 0.23955 -0.15351 -0.92392 0.019949 -0.1589 0.1528 -0.99296 -0.40193 0.46035 -0.95109 -0.63014 -0.11479 -0.32022 0.67603 -0.80394 -0.52203 0.40543 0.031257 -0.94592 -0.67979 -0.99844 -0.63375 -0.26379 -0.92278 -0.54018 -0.9958 -0.83906 0.13222 0.16095 -1 -0.22071 -0.73002 0.15423 -0.34541 -0.99659 -0.84969 -0.07102 -0.94916 -0.39714 -0.21684 -0.80688 0.19225 -0.24858 0.076949 -0.14916 -0.56274 -0.29361 -0.23057 -0.98548 0.018801 -0.9691 0.33244 -0.96467 -0.98218
-0.73085 -0.25724 -0.92403 -0.025545 -0.59307 -0.86831 -0.91556 -0.99796 -0.17151 -0.74643 -0.99709 -0.99909 -0.25681 -0.70824 -0.57304 -0.045532 -0.22789 -0.53081 -0.9551 -0.84999 -0.72026 -0.26863 -0.15832 -0.76107 -0.57328 -0.5477 -0.90037 -0.78721 -0.73622 -0.25845 -0.92193 -0.52928 -0.81884 -0.97595 -0.77081 -0.87451 -0.90746 -0.88136 -0.30922 -0.75634 -0.65943 -0.72236 -0.88021 -0.16804 -0.52802 -0.48173 -0.53679 -0.40515 -0.95662 -0.4131 -0.49659 -0.14881 -0.99681 -0.60887 -0.32795 -0.9805 -0.78711 -0.32074 -0.51824 -0.52218 -0.91843 -0.79358 -0.037875 -0.19143 -0.97382 -0.79103 -0.99947 -0.82699 -0.5039 -0.99133 -0.69386 -0.99723 -0.93695 -0.17014 -0.082017 -0.99987 -0.52264 -0.84207 -0.18659 -0.82044 -0.99743 -0.89308 -0.31695 -0.97864 -0.5934 -0.83819 -0.89927 -0.078253 -0.66546 -0.38846 -0.59717 -0.80176 -0.50772 -0.62428 -0.99447 -0.46096 -0.98988 -0.71687 -0.98586 -0.99618
0.9942 0.72258 0.13425 0.26359 0.93525 0.92332 0.98627 0.069028 0.7586 0.97103 0.081007 0.26013 0.80845 0.93877 0.73018 0.62015 0.41233 0.18279 0.55347 0.92131 0.99791 0.81252 0.71351 0.97664 0.82865 0.92667 0.073974 0.060139 0.1734 0.34792 0.58912 0.57824 0.94193 0.8581 0.86732 0.19402 0.8894 0.99755 0.59838 0.92545 0.90797 0.99782 0.70737 0.74 0.81804 0.63244 0.34946 0.84048 0.9713 0.63667 0.72202 0.73709 0.7533 0.86121 0.27291 0.34057 0.83886 0.82084 0.92641 0.17262 0.7218 0.48794 0.45519 0.77025 0.45724 0.95064 0.12868 0.58916 0.8921 0.097625 0.96291 0.79659 0.4264 0.63113 0.72643 -0.013329 0.84463 0.92164 0.6221 0.37581 0.3517 0.9961 0.80811 0.70468 0.95595 0.26717 0.75987 0.68712 0.52439 0.56227 0.47151 0.65491 0.90225 0.55023 0.76774 0.48352 0.16387 0.20634 0.95528 0.14523
0.98537 0.8512 0.15016 0.39673 0.9934 0.99076 0.92628 0.2035 0.86304 0.99363 0.18442 0.96973 0.90013 0.99996 0.86698 0.72982 0.52189 0.223 0.94717 0.99759 0.96709 0.89988 0.83698 0.99254 0.93876 0.99222 0.095074 0.059058 0.22997 0.50612 0.91082 0.74589 0.99553 0.82426 0.99323 0.29537 0.99381 0.91992 0.75237 0.99818 0.99088 0.97098 0.9445 0.85569 0.93113 0.79601 0.44891 0.91857 0.85522 0.7765 0.85305 0.82781 0.403 0.96923 0.39511 0.70548 0.98735 0.93097 0.98684 0.24673 0.97857 0.72335 0.5687 0.86159 0.9679 0.99528 0.73104 0.84074 0.97404 0.16454 0.99945 0.33476 0.74838 0.77326 0.83009 0.29331 0.93547 0.99269 0.74479 0.52381 0.37907 0.91788 0.89062 0.94217 0.99786 0.41378 0.989 0.80284 0.73265 0.72168 0.65454 0.86949 0.98326 0.74028 0.46254 0.64369 0.31183 0.32498 0.70223 0.25951
0.8965 0.94427 0.29862 0.53918 0.99054 0.82658 0.70349 0.11066 0.94498 0.88986 0.80159 0.22919 0.9731 0.96381 0.98881 0.84869 0.70886 0.34423 0.74746 0.88256 0.8824 0.98052 0.93178 0.90456 0.99972 0.99338 0.16083 0.097235 0.39676 0.65365 0.88645 0.93375 0.87015 0.44103 0.95036 0.50866 0.80866 0.71973 0.90271 0.92148 0.98375 0.89057 0.94783 0.94282 0.99833 0.94187 0.6753 0.99501 0.60386 0.9394 0.97417 0.9373 0.16291 0.99589 0.54049 0.72811 0.94379 0.98801 0.99161 0.38582 0.86196 0.97654 0.71823 0.95556 0.5886 0.88853 0.16873 0.99436 0.9996 0.41052 0.96391 0.18247 0.9629 0.88512 0.90347 0.012221 0.99914 0.86436 0.87756 0.85331 0.14465 0.70545 0.97394 0.49995 0.97964 0.70625 0.85754 0.91363 0.94434 0.88814 0.89578 0.99928 0.99907 0.93894 0.21305 0.87663 0.80984 0.52752 0.38837 0.7544
0.7599 0.99947 0.91655 0.78452 0.93088 0.61991 0.5189 0.020115 0.99673 0.7749 0.22462 0.1192 0.99991 0.86603 0.96702 0.93922 0.92804 0.70996 0.43182 0.71173 0.79596 0.99751 0.99685 0.77856 0.94788 0.92034 0.40251 0.22441 0.82363 0.92423 0.56251 0.99353 0.68842 0.3197 0.80272 0.996 0.59869 0.56976 0.99719 0.80161 0.89253 0.79946 0.6876 0.99584 0.96727 0.99648 0.97088 0.98815 0.38258 0.9998 0.98729 0.98826 0.11841 0.91567 0.88774 0.30891 0.77648 0.99339 0.94734 0.73688 0.59471 0.85293 0.91412 0.99951 0.3244 0.73341 0.05578 0.77354 0.96458 0.38533 0.84155 0.091583 0.54403 0.99122 0.98696 -0.00036989 0.97534 0.68343 0.98804 0.93845 0.082539 0.52727 0.99747 0.31481 0.91776 0.97621 0.59071 0.98135 0.96861 0.99704 0.98881 0.82663 0.95593 0.97306 0.16978 0.99982 0.24669 0.94312 0.26348 0.18795
0.68253 0.96635 0.38232 0.99967 0.80515 0.49602 0.40218 0.063834 0.98518 0.66547 0.076267 0.04254 0.96646 0.70597 0.81953 0.99896 0.97369 0.84749 0.29628 0.5268 0.6937 0.96324 0.98739 0.64867 0.81936 0.83667 0.43512 0.61668 0.67675 0.96603 0.38736 0.84845 0.57402 0.21801 0.63707 0.48501 0.42013 0.47244 0.95099 0.65417 0.75176 0.69151 0.47458 0.98578 0.84923 0.87632 0.84372 0.91425 0.29133 0.91069 0.86799 0.98887 0.079753 0.79327 0.94469 0.19654 0.61681 0.94717 0.85524 0.85284 0.39558 0.60846 0.99928 0.98151 0.22732 0.61178 0.032452 0.56221 0.86376 0.13143 0.72011 0.074319 0.34946 0.98542 0.99663 0.016373 0.85255 0.53937 0.98244 0.57173 0.071695 0.4499 0.94844 0.2056 0.80491 0.54538 0.43739 0.99693 0.74643 0.92146 0.80212 0.59765 0.86152 0.7812 0.105 0.88742 0.14191 0.69721 0.16758 0.087362
